unique_id,journal_name,special_issue,key_topics
2022-0216-ungendered-flesh,"Graduate Conference in Literature, Politics, and Aesthetics at Binghamton University",False,"black radical feminisms, decolonial feminisms, native feminisms, indigenous feminisms, women of color feminisms, violence, captivity, slavery, colonization, femicide, land sovereignty, indigeneity, critique, performance, feminist insurgency, feminist praxis"
2022-0215-the-golden,The Golden Age of Crime: A Reappraisal,False,"Defining the parameters of Golden Age crime, The Queens of Crime, Significant male writers of the Golden Age, Lesser-known Golden Age practitioners, Collaborative and round robin novels, Continuation novels, The Detection Club, Parody, pastiche, and postmodernism, Psychology and psychoanalysis, Meta-fiction and self- or inter-referentiality, The language of crime fiction, The Golden Age and social value, Nostalgia and heritage, Writing the past, Gender, sexuality, and queerness, Clues and coding, Crime and the Gothic, Magic and the supernatural, Place, space, and psychogeography, Reissues and rediscovery, Archival finds and innovations, The ‘Second Golden Age’, The influence of Golden Age crime writers on subsequent and contemporary writers, Interdisciplinary perspectives, Teaching Golden Age crime fiction"
2022-0213-transtextual-ulysses,JAMES JOYCE: ULYSSES 1922–2022,False,"translating intertextuality, intertextuality in translation, dialogism in translation, James Joyce, intertextuality, Ulysses, intertextual references, translation strategies, translation procedures, multilingual intertextuality, Genette, Kristeva, Bakhtin"
2022-0212-radical-thinking,"Romance, Revolution and Reform",True,"Radical connections, Transgression from social norms, Non-traditional configurations of household and family, Unorthodox ways of living, Radical affects, Innovations in modes of expression, Progressive movements and campaigns, Radical Liberalism, Socialism, Anarchism, Utopias, future imaginaries, Radical afterlives of nineteenth-century ideas or works, Environmentalism, Innovations in language, communication, publishing practices, New perspectives on radical figures, Radical scholarly approaches"
2022-0211-prosopopoeia-today,2i | Journal of Identity and Intermediality Studies,True,"Prosopopoeia and other figures of rhetoric, Fiction, narrative and embodiments of prosopopoeia, Prosopopoeia and the Unheimliche, Prosopopoeia and death, Prosopopoeia, dreams, hallucination and surrealism, Puppetry, ventriloquism and the mask, Prosopopoeia, description and allegory, Theory of genres, Prosopopoeia as a challenge to anthropocentrism, Magic, animism, hierophany, possession, Prosopopoeia in the Anthropocene, Prosopopeic metaphors in thinking about art, Thing theory"
2022-0199-performance-religion,PRS,True,"performance as analytical method, classical religious, philosophical or religious texts"
2022-0189-special-issue,East-West Cultural Passage,True,"literature in the digital age, cultures of literacy, cultures of reading, reading (in) translation, reading theories, reading practices, reading in the ‘post-reading’ age, literacy and technology, computer-generated and interactive digital narratives, cognitive approaches to literacy, literacy and the archival, memory in the age of digital mnemotechnologies, teaching critical literacy, multiliteracies and multiliteracy pedagogies, literacy and migration, literacy and citizenship, identity and literacy, literacy as resistance, the carbon footprint of literacy, reading across disciplines, access to literacy and the ethics of education"
2022-0177-journal-of,Journal of Ethnic American Literature,False,"American literature, culture"
2022-0130-cfa-womens,Women’s Writing,True,"Periodical Culture, Poetry, Fiction, Non-fiction"
2022-0127-call-for,The James Fenimore Cooper Society Journal,True,"Ecology, conservation, Land claims, Native American acculturation, Christianity, Cooper’s literary responses to the frontier, American national identity, Cooper’s fictional portrayal of Cooperstown, Race, contact zones, literary or cultural legacy of The Pioneers, Pedagogical approaches to teaching The Pioneers, American nautical fiction, Influence of The Pilot, Cooper’s portrayals of coastscape, seascape, nautical environment, Cooper’s seamanship, Representations of John Paul Jones, naval warfare, Patriotism, American Revolution, Pedagogical approaches to teaching The Pilot"
2022-0118-narrating-dreams,The Wenshan Review,True,"Dream narratives in literatures of all cultures, Transcultural studies of dream narratives, Narratives of dreams in social political discourses, Dream narratives in traditional visual arts, Studies of dream interpretation manuals, Dreams that narrate alterations of being in spirituality and religion, Dissolutions of time and space, Narration of dreams in the performing arts"
2022-0116-configurations-of,Nordic Journal of English Studies,True,"Bodies, physical materiality of characters, Friday, Robinsonade imaginary, social, cultural, educational relationship between Robinson and Friday, colonialism, gender roles, feminist terms, screen representations of Friday’s body, physical representations of Friday in children’s versions, scars and mutilations of Friday’s body, colonialist oppression"
2022-0111-verge-issue,Verge: Studies in Global Asias,True,"Indigenous, Afro-Asia, Asian- and/or African Latin America, Indian Ocean, Global Asias, Inter-Asia"
2022-0108-uncommon-horrors,"sic - a journal of literature, culture and literary translation",False,"monstrosity, politicizing the genre, nostalgia vs PC culture, mainstreaming the genre, Western vs Asian horror, horror and religion, horror gaming, horror and education"
2022-0105-katherine-mansfield,Katherine Mansfield Studies,False,"Katherine Mansfield, Illness, Death, Mansfield and tuberculosis, Mansfield’s final year, Illness in Mansfield’s stories, Death in Mansfield’s stories, Mansfield’s experience of illness, Grief and mourning in Mansfield’s stories, Decadence and death, The short fiction form and death, Philosophical approaches to mortality"
2022-0095-materialities-of,COMPENDIUMJournal of Comparative Studies,True,"photobook, art object, composition, materiality, objecthood, reception, reading/seeing experience"
2022-0093-deadline-extended,Lublin Studies in Modern Languages and Literature,True,"intermediality, multimodality, hybridity, in-betweenness, performativity, embodiment, interart relationships, materiality"
2022-0092-call-for,Trace,True,"Artificial Intelligence (AI), AI as protagonists and narrators, AI in children’s and young adult literature, AI and/in video games, AI as content creator, AI in popular culture, Digital embodiments and disability, Hostile AI, horror narratives, Postcolonial and decolonial AI, Race and representations of AI, Representations of AI in film, television, and music, Representations of gender, sexuality, and issues of sexual consent in AI narratives, Solarpunk and cyberpunk narratives, Subjectivities, personhoods, and rights of AI, Visual depictions of AI in comics, graphic novels, and other imagetexts"
2022-0090-folk-horror,Horror Studies,True,"folk horror, rurality, traditional cultures, nationalism, place, folklore"
2022-0089-telling-life,ellids,True,"Biopics and the fashioning of the self/persona, Visual arts and autoethnography, Travel journalism and indigenous cultures, Everyday narratives in popular culture, Documentaries and docufiction, Folklife and community narratives, Online personas and the plural selves/subjectivity, Intersubjective and intertextual space of narrative, Sovereignty of expression amidst media control, Narrative politics in popular domain, Revisioning exclusion in age of digitization, Memoirs from the margins (LGBTQ+), Aborignal life narratives, War diaries and journals, Mass culture and the consumption of life narratives, Reappraisal of historical figures in the times of hypernationalism"
2022-0086-extended-deadline,Association for Anglophone Postcolonial Studies (GAPS),False,"oppressive populisms, authoritarian power, liberations, agency, victimhood, critiques of globalization, populist resentment, indigenous sovereignty, migration, Civil war, War narratives, Environmental Justice"
2022-0081-criterion-a,Criterion: A Journal of Literary Criticism,False,literary criticism
2022-0079-call-for,"Intersectional Perspectives: Identity, Culture, and Society",False,"identity, sexuality, race, gender, culture, society, activism, body, book reviews, film reviews, exhibition review, event reviews, class, socioeconomics, comparative cultural studies, critical theory, (Dis)abilities, feminisms, postfeminisms, femininities, masculinities, film and media studies, history, herstory, intersectionality, literature, medical humanities, migration, performance, performativity, philosophy, popular culture, (Post)colonialism, (Post)modernism, queerness, queer theory, race, ethnicity, religion, beliefs, sexualities, sociology, trans, non-binary, agender identities, visual cultures, material cultures, war and conflict"
2022-0078-deadline-approaching,Queer Studies in Media & Popular Culture,False,"sexuality, gender, media, popular culture"
2022-0075-global-christianities,Christianity & Literature,True,"global Christianities, global literatures"
2022-0074-margaret-atwood,Margaret Atwood Studies,False,"survival, adaptations, Atwood"
2022-0070-humanitarian-action,glocalism,False,"Humanitarian action, universal values, international norms, political-cultural contexts"
2022-0068-femspec-critical,Femspec,False,"feminist, speculative themes"
2022-0059-class-and,Journal of Class and Culture,True,"Representations of class, UK film/TV, economic inequality, neoliberalism"
2022-0052-journal-of,Journal of Theatre Criticism and Dramaturgy (JTCD),False,"theatre, performance, dramatic texts, production"
2022-0051-race-and,Race and Yoga,False,"COVID-19, White Supremacists, Caste hierarchies, Cultural appropriation, Identity politics, Social Justice, Transformative Justice"
2022-0050-race-and,Race and Yoga,False,"COVID-19, White Supremacists, Caste hierarchies, Cultural appropriation, Identity politics, Social Justice, Transformative Justice"
2022-0046-the-journal,Journal of Anime and Manga Studies (JAMS),False,"anime, manga, cosplay, fandom"
2022-0039-cfp-film,Film Education Journal,False,film education
2022-0035-steinbeck-review,Steinbeck Review,False,"John Steinbeck, life, work, impact of writing"
2022-0024-deleuze-guattari,BLOOMSBURYPUBLICATION,True,"Nature and Climate Change/Ecological Crisis, Farming and food security, Health and Medicine technology / Biotechnologies and Well-being, Economy and production, Leisure and Gaming, Digitalization / Computation, Democracy and Public Realm, Power and Resistance, Gender and subjectivity, Biopolitics and Decolonialization, Necropolitics, Social, Political and Bio power, Hostility and Violence, Shifting policies of governing, citizenship, ownership (since medieval era), Media, propaganda, accessibility, Culture studies, Migration and mobility, Conflict and Resolution, Trauma and Relief, Affective Turn and Neuroscience, Materiality and New Materialism (?), Pedagogy, Childhood"
2022-0021-cavell-and,Conversations: The Journal of Cavellian Studies,True,"Cavell, Kuhn, Wittgenstein, Piaget, philosophy of history, philosophy of education, philosophy of philosophy, skepticism"
2022-0007-indiana-english,Indiana English,False,"literary criticism, creative works, pedagogical scholarship, English literature, criticism, linguistics, pedagogy, fiction, poetry, creative and literary nonfiction, photography"
2022-0006-callforpapers-on,"The Centre for Social Studies (NSOUCSS), School of Social Sciences, Netaji Subhas Open University",False,"caste, social formations, political mobilization, Historical interrogation, cultural and social formations, Political movements, Anti-caste resistance movements, Economic reflections, Intersectional reflections, Covid-19 and its impact, human development and the pandemic predicament"
2022-0003-ecopedagogies-and,Revista de ALCES XXI. Journal of Contemporary Spanish Literature and Film,True,"ecopedagogies, Hispanic Studies, Anthropocene, ecoliteracy, Earth-centric leaders, planetary citizens, decolonial, ecofeminist, service learning pedagogies"
2022-0001-religion-faith,Inklings Yearbook,False,"religious themes, fantastic genres, fantasy, sci-fi, graphic novels, children's literature, Pixar, Disney, Miyazaki films, religious pluralism, atheism, interreligious dialogue, afterlife, re-imaginings of religious mythology and figures, mythopoeia, prophecies, occultism, spirituality and the sacred, ecocritical or feminist perspectives, skepticism, religion and superstition, invented religions"
2021-2393-edited-collection,Rewriting the Abortion Narrative: The Power of Popular Culture,False,"popular culture, abortion, film, television, literature, music, blogs, podcasts, social media"
2021-2388-paneled-scaffolding,SANE Journal,False,"comics studies programs, library collections, journals, history, evolution, dissolution"
2021-2385-on-poverty,Frontiers in Sociology,True,"poverty, poverty relief, poverty and inequalities, poverty and fairness"
2021-2384-cfp-towards,Frontiers in Sociology,True,"SDG1, COVID-19, poverty, unfairness, informal economy, solidarity economy"
2021-2368-call-for,Process: Journal of Multidisciplinary Undergraduate Scholarship,True,"social fatigue, emotional fatigue, mental fatigue, physical fatigue, detachment from reality, lack of motivation, The Great Resignation, COVID apathy, vaccine apathy"
2021-2364-call-for,Canadian Literature,True,"poetry, visual art, performance, aesthetics, popular culture, extractive industries, coal, oil and gas, mining, logging, nuclear energy, industrial farming, hydro, renewable and reciprocal energy systems"
2021-2360-call-for,Canadian Literature,True,"feminist theory, feminist analysis, Canadian literature, intergenerational dialogues, trans and/or 2S/queer, anti-racist feminism, decolonial feminisms, gendered effects of pandemics, neoliberal discourses"
2021-2339-what-might,Oxford Literary Review,True,"Eco-deconstruction, Derrida, Environmental Philosophy, Literary Theory"
2021-2338-what-might,Oxford Literary Review,True,"Eco-deconstruction, Derrida, Environmental Philosophy, Literary Theory"
2021-2331-2023-general,The Space Between: Literature and Culture 1914-1945,False,"interdisciplinary scholarship, lesser-known writers, understudied topics, literary responses to the First and Second World Wars, cultural responses to the First and Second World Wars"
2021-2346-imagining-linguistic,Alternative Francophone,True,"Indigenous literatures, translation, plurilingualism, linguistic hegemony, linguistic colonialism"
2021-2322-rukeysers-difficulty,American Literature Association,False,"Formal difficulty, Rukeyser’s relationship to modernism, The relationship between aesthetics and politics, or poetry and propagandaArchival mysteries and discoveriesBiographical studiesEthics, Are Rukeyser’s politics and activism still relevant for our times?, Questions of race, class, and genderSympathy, empathy, compassion––and their limitsGenre and media studies"
2021-2316-beyond-the,Beyond the Margins,False,Activism & Political Discourse in Literary Fiction
2021-2306-critical-race,Journal for Critical Race Inquir,True,"Critical Race Theory, anti-racist and anti-colonial knowledges, pedagogies, interventions in institutional state practice"
2021-2301-verge-studies,Verge: Studies in Global Asias,True,"Asian Studies, Asian American Studies, Asian Diaspora studies"
2021-2299-special-issue,The Hemingway Review,True,"Hemingway, Blackness, Whiteness, Racism, Anti-racism"
2021-2296-women-in,journal special issue or edited volume,True,"World-literature and feminism(s), Race relations, women, and world-literature (e.g. racial capitalism), Women in translation, Women and work (e.g. reproductive labour, affective care and emotional labour, “migrantisation” and “feminisation” of the domestic labour force, precarity, domestic and the everyday), Class and gender, Social reproduction theory and world-literature, Environmental humanities and gender (e.g. women and world-ecology, “women, nature, and colonies”, climate crisis, extractive industries, commodity frontiers, food systems, ecologies, geographies, maps, settler colonialism), Gender, genre and world-literature, Women between cores and peripheries, Migration and diaspora, Disability and accessibility, Women in world-literary study (precarity, academia, interdisciplinarity), World-literature outside of the academy, Gendering the world-literary marketplace"
2021-2289-submissions-due,Queer Studies in Media & Popular Culture,True,"queer cinema, gender/sexuality studies, queer theory, gay, lesbian, bisexual, transgender, queer individuals, queerness and intersectionality, fetishism, gender bending, homoeroticism, kink, sex work"
2021-2287-james-fenimore,James Fenimore Cooper Society Journal,False,"James Fenimore Cooper, Susan Fenimore Cooper, Regionalism"
2021-2275-special-issue,Revenant: Critical and Creative Studies of the Supernatural,True,"Gothic tourism, Supernatural guidebooks and other tourism literature, Urban legend-tripping, Urban supernatural place-making and placemaking, The intersections of dark tourism and the supernatural, Urban armchair tourism in supernatural literature, film, drama, journalism, video games, television, graphic novels, radio plays, podcasts, the Internet, and comics, Social media and the urban supernatural, Digital tourism and the urban supernatural, Explorations on the function of the supernatural in heritage and historical memory, Postcolonial, Ethnogothic, or Global (re)readings of urban supernatural and place, Commercialisation of the supernatural in urban places, The opportunities and challenges of supernatural storytelling in urban environments"
2021-2274-women-and,Nineteenth-Century Gender Studies,True,"Women writers, editors, proofreaders, engravers, type-makers, typesetters, binders, printers, publishers, managers, Annuals and periodicals for, managed and produced by, women, Distribution and distribution of content by and for women, Queer creative and technical labour, Contributions of working/lower-class women—rag-pickers, herb & pigment gatherers, hand-colouring, paper-sewing, preparing raw materials for print/writing market, Women on and in the margins, such as women of colour, Collision and/or negotiation of female public and private performances, Women as amateurs versus women as professionals, Female geographies and movement, Subversive feminism and/or activism, Demasculisation of print and print culture"
2021-2270-call-for,BOSS: The Biannual Online-Journal of Springsteen Studies,False,"Bruce Springsteen, class, gender, political, religious ideas, fandom, legacy, influences from literature, music, cinema"
2021-2268-reason-special,The Comparatist,True,"Reason, Unreason, Reason and the libidinal economy, Politics and the post-political, Modernity and slavery, The Haitian revolution, Fanonian humanism, Kant and the Public Use of Reason, Neoliberalism and corporate neo-feudalism, Epistemicide, Coloniality, Marxist dialectics, Psychoanalytic reason, New critiques of reason, University-Industrial-Complex"
2021-2259-deadline-approaching,Revista Canaria de Estudios Ingleses,True,"Toxic landscapes and areas of waste, Residual postmodernity in North American literature, Environmental violence/slow violence in the age of globalization, The natural/human scapegoat in a wasted neoliberal context, Dirt theory and dystopian fiction, Ecocritical perspectives on (un)altered landscapes, Environmental health/justice in the context of global capitalism, Marginal and residual communities in a liquid cartography, Necropolitics and ecocriticism, Formal aspects of contemporary discourses on waste (econarratology)"
2021-2253-final-deadline,McFarland Press,False,"Avatar: The Last Airbender, The Legend of Korra, Theology, Philosophy, Myth, Spirituality, Civil Rights, Feminist Theology, Sacramental Theology, Liberation Theology, Political Theology, Buddhist non-violence, Eastern and Western Buddhist aesthetics"
2021-2250-identities-politics,Identities,False,"politics, science, culture, literature, sociology, philosophy, inequality, gender and sexuality, marginalization, culture, philosophy of science, transnationalism, human rights, universalism, race, identity politics, climate change studies"
2021-2244-cfp-special,Rhetoric Society Quarterly,True,
2021-2239-call-for,New Horizons in English Studies,False,"literary studies, media studies, cultural studies, COVID-19 pandemic, ecological crises, climate change, globalisation, income inequality, gender inequality, fake news, racism, misogyny, Anthropocene, technology, progress, science and humanities, translation, adaptation, intertextuality"
2021-2235-cadernos-de,Cadernos de Fraseoloxía Galega,False,"phraseological research, paremiological research, Galician phraseology, phraseology, translation, didactics, phraseography"
2021-2234-environmental-literature,LITERATURE,True,"Environmental Literature, Climate Crises, Pandemics"
2021-2230-refocus-a,ReFocus,False,"American film, film director, studio system, independent cinema, experimental filmmaking, documentary tradition"
2021-2227-refocus-a,ReFocus,False,"international film, film director, inter/national cultures, studio system, independent cinema, mainstream cinema, experimental filmmaking, documentary tradition"
2021-2226-new-citizenship,American Literature,True,"Citizenship, Law, Literature, Cultural studies, Indigenous studies, critical race studies, gender studies, sexuality studies, trans studies, Black studies, Latinx studies, ethnic studies, Caribbean studies, queer theory, Afropessimism, environmental studies, postcolonial studies, decolonial studies, disability studies"
2021-2219-the-translation,Life Writing,True,"Translation memoir, Life writing, Creative writing, Criticism, Translator studies, Autobiography, Philosophy, History"
2021-2214-cfp-deadline,JAm It! (Journal of American Studies in Italy),True,"Sentimentalism in literature, art, and political discourse, Debility as a disruption of the ability/disability binary, politics of debilitation, debilitated bodies and their potential for activism, Trauma, witnessing, memory, especially in the intertwining of personal and communal tragedies, (Hi)stories of respair, hope, and positive change, White fragility: vulnerability, condescension, and privilege, Personal tales of inmigration, Grief and mourning, especially after traumatic events (i.e. War, 9/11, global pandemics), Love in the time of catastrophe, Bodily pain, illness, disability, ageing, in fiction, poetry or memoir, Conviviality (and lack thereof)—narratives and politics of distance, Resilience and plasticity as tools of biopolitical power: “white” resilience and the denied malleability of the racialized body, Affective narratives of historical catastrophe, Writing/Telling/Recuperating (Her)stories of War, Revolution, political and social unrest"
2021-2211-fascinating-noise,PULSE: THE JOURNAL OF SCIENCE AND CULTURE,False,"vibration in art and science, technology of sound and noise in art, digital technologies, new media and noise, bruitism, performing arts, musical performance, sound and durational art, onomatopoeia; conveying noise in fiction, bioacoustics and sonification in art, sound, extinction and climate change, sound and noise in the Anthropocene, sound meditation and soundbaths, sound and noise in evolutionary perspective, sound, noise and neuroscience, animal sounds and noise"
2021-2205-special-issue,Otherness: Essays and Studies,True,"Representation and Reception of Otherness in Classical and Medieval Philosophy, Translation of Otherness in Premodern Literature, Theoretical Frameworks for Premodern Alterity, Framing the Other in Premodern Historiographical Texts, Representations of the Other in Premodern Material Culture, Spatial Practices in the Premodern Periods and the Other, Encounters with Monstrosities in Premodern Art, The Treatment of Women in Premodern Texts, Marginalisation of Race in Premodern Treatises"
2021-2185-crashing-the,The Humanities Review,True,"Underrepresented writers, BIPOC, LGBTQIA+, Genre fiction, Science fiction, Fantasy, Horror, Comics, Graphic novels, Film, Television, Video games, Non-standard English, Multilingual, Multidialectal, AAVE"
2021-2182-call-for,Aldus 2.0,False,"Digital textuality, Digital Humanities, Philology, Literary fields, Linguistic fields, Italian studies, Communication sciences, Global networks, Digital texts"
2021-2156-rolling-call,Hungarian Journal of English and American Studies,False,"literary, historical, film, cultural studies"
2021-2152-the-routledge,Routledge Handbook of Language and Mind Engineering,False,"mind engineering, brainwashing, political mind engineering, commercial mind engineering, Linguistic aspect of mind engineering, The use of media and technology in mind engineering, The psychological aspect of mind engineering, The counter measures of mind engineering"
2021-2147-race-racethinking,Speculum: A Journal of Medieval Studies,True,"Race, Race-Thinking, Identity, Global Middle Ages, Islamic World, Al-Andalus, Sicily, Levant, Sahara, Sahel"
2021-2143-call-for,Wisconsin English Journal,True,"ADHD, Learning Disabilities, Testing Accommodations, Writing Classroom, Rhetoric, Composition, Literature, Poetry, Book Reviews, Veteran Studies, Gender Studies, Literary Criticism"
2021-2139-confronting-curriculum,Northwest Journal of Teacher Education,True,"Curriculum theory, Teacher preparation, Curriculum epistemicide, Poetry, Performing arts, Fine arts, Ethnohumanities"
2021-2137-urzeitig-journal,Urzeitig: The Journal of Primeval Studies,False,"D. H. Lawrence, Modernity Criticism, Pagan Ways, Lawrencian Philosophy, Ancient Arts and Crafts, Hellenistic Polytheism, Etruscan Religion, Ludwig Klages"
2021-2129-reminder-a,Critical Companion to Wes Craven,False,"Wes Craven, Horror Films, Scream, Nightmare on Elm Street, Film Studies, Gender Studies, Hauntology, Ecology"
2021-2117-troubling-racism,lambda nordica,True,"subversive bodies, subversive desires, unwilling bodies, unfamiliar kinship, unruly bodies, knowability, unknowability, masturbation, erotica, kink, porn, bodily pleasure, self-pleasuring, bodily adornment, body modifications, bodily ornamentation, bodily performance, performativity, alternative futures, alternative selves, alternative bodies, the Afrofuture, embodied fantasy, re-imagining, unimaginable body, bodily safety, possibilities for safety"
2021-2108-call-for,The CEA Critic,True,"obstacles to student learning, social factors, emotional factors, cultural factors, logistical hardships, financial hardships, trauma, class size, course scheduling, advising, institutional practices, pedagogical practices"
2021-2098-italian-voices,Journal of Screen Translation Studies,True,"dubbing, subtitles, cross-cultural (mis)communications, audio-visual translation, screen translation, film studies, television studies"
2021-2097-call-for,ImageText: Interdisciplinary Comics Studies,False,"activism, agency, social justice, accessibility, user experience, ecocriticism, visual representations of the environment, digital humanities approaches to imagetexts, fan studies, reception studies, graphic medicine, historical comic strips, horror and imagetexts, imagetexts created by children and teenagers, manga, non-Western imagetexts, representations of disability, ethnicity, gender, race, religion, sexuality, socioeconomic status, place, space, geographies, migrations, teaching with imagetexts, transmedia, adaptation, webcomics, digital imagetexts"
2021-2095-call-for,Soapbox,False,"interface, media studies, materiality, infrastructure, ecology"
2021-2092-diaspora-screen,Journal of Postcolonial Writing,True,"Diaspora cinema, Black British cinema, British Asian cinema, social media, COVID-19"
2021-2088-second-international,Ecocene: Cappadocia Journal of Environmental Humanities,False,"Critical Animal Studies, Plant Studies, environmental humanities, ecocriticism"
2021-2086-the-velvet,The Velvet Light Trap,True,"digital storytelling, media industries, production culture, participatory culture, textual analysis, paratextual analysis, authorship studies, transmedia storytelling, media convergences"
2021-2085-transmotion-special,Transmotion,True,"Indigenous social media, digital environments, Indigenous literary studies, digital turn, emerging communications technologies, Indigenous theorizations of sovereignty, identity, justice, change"
2021-2081-cfp-the,Amerikastudien / American Studies,True,"academic culture wars, cancel culture, wokeness, political correctness, de-platforming, identity politics, cultural Marxism, critical race studies, academic freedom, freedom of speech"
2021-2080-cfp-lea,LEA,True,"literature, linguistics, philology, conflict, language"
2021-2068-the-association,APL,True,"nature, animal, moral, technological, the natural, beautiful, sublime, humanity's domination, environmental crisis, environmental activism, biodiversity, new materialisms, eco-criticism, ecofeminism, postcritique, surface reading, cybernetics, genetics, posthumanism, transhumanism, affect, narrative form, animal-human-machine relations, speciesism, race, racism, sex, gender, biology, interpellation, psychoanalytic conceptions, biopsychology, essentialism, indigenous cultures, technology in studies of the natural, writing nature, filming nature, post-postmodern nostalgia, morality, moral obligation to nature, ontology, phúsis, tékhnē, Anthropocene"
2021-2067-humour-in,Humour in Literature and Culture series,True,"humour, confrontations, WWI, The Great Depression, The WWII, The cold war between the US and the USSR, The rise and fall of the Berlin Wall, The Great Proletarian Cultural Revolution in China, May 68, The Stonewall riots, The age of postmodernism, Asian financial crisis, 9/11 attacks, Climate change and global warming, Black Lives Matter, The Me Too movement, The surge of Trumpism and Brexit, The Covid-19 pandemic"
2021-2064-apocalypse-dystopia,Dialogue: The Interdisciplinary Journal of Popular Culture and Pedagogy,False,"apocalypse, dystopia, disaster, culture, film, television, literature, graphic novels, zombies, Squid Game, The Handmaid’s Tale, Station Eleven"
2021-2062-streaming-southeast,Q1 journal,True,"streaming platforms, Southeast Asia, political economies, business models, ownership, regulation, media industries, archives, genre categories, catalogue curation, playlists, algorithms, technologies, mobile streaming, informal streaming ecologies, streaming infrastructures, distribution paths, networked distribution, subjects, the social, algorithmic self, fandom, archiving practices, P2P networks"
2021-2059-revised-deadline,Journal of Popular Culture,False,"Black Performing Arts, Sound, Movement, Image, Text, cultural identity, art, religion, ritual, power, image, representation, symbols, meaning, social processes, systems, innovation, production, regulation, consumption, Black performing arts, Black music, race, class, gender, sexual identity, political context, economic context"
2021-2056-extended-deadline,Dialogue: The Interdisciplinary Journal of Popular Culture and Pedagogy,False,"War, Culture, literature, film, television, comics, digital media, representation, mobilization, memory, journalism, architecture, music, painting, American life, wartime, war protest, conscientious objectors, deserters, anti-war activism"
2021-2054-extended-deadline,Dialogue: The Interdisciplinary Journal of Popular Culture and Pedagogy,False,"Horror, Literary, Cinematic, literature, film, television, digital media, online media, general culture"
2021-2049-myth-and,Dialogue: The Interdisciplinary Journal of Popular Culture and Pedagogy,False,"myth, fairy tales, popular culture, non-western myths, urban fairy tales, ethnic myths, Gendered Readings of Myths and Fairy Tales, Postcolonial Myths and Fairy Tales, Advertising Culture, Past Centuries, Drama, Ritual, Film, Television, Poetry, Novels, Music, Comic Books, Picture Books, Short Stories, Graphic Novels"
2021-2047-being-undocumented,MELUS,False,"ethnic American literature, immigration, cultural identity, undocumented, fiction, memoir, poetry"
2021-2046-disability-studies,Dialogue: The Interdisciplinary Journal of Popular Culture and Pedagogy,False,"disability studies, deaf studies, cultural research, historical research, literary research, pedagogical research, queer studies, feminist studies, gender studies, diversity, media, literature, TV, film, games, social media, web media, laws, social and cultural practices, politics, pedagogy, technology, disability"
2021-2045-mysterydetective-fiction,Dialogue: The Interdisciplinary Journal of Popular Culture and Pedagogy,False,"Mystery, Detective Fiction, theoretical topics, structural topics, subgenre, hard-boiled, cozy, regional aspects, international writers, television adaptations, film adaptations"
2021-2044-call-for,FRAME,True,"literature, food studies, national connections, cultural connections, familial connections, eating disorders, sexuality, desire, bowel diseases, gender representation, cultural object, cultural food representation, transnationality, history, gendered dimension of cooking spaces, sociocultural practice, performance, racialised dimensions of cookbooks, gendered dimensions of cookbooks, food perception, instrumentalization of eating, functionalization of eating, food migration, syncretism, fusion cooking, food culture appropriation, fasting, religious practice, act of resistance, famine, food shortages, commodification of foodstuffs, vegan studies, vegetarian studies"
2021-2037-call-for,Children’s Literature Association Quarterly,True,"virtual worlds, virtual reality, children's literature, young adult literature, children’s media, YA media, play, work, community, intimacy, shared realities, virtual spaces, socioeconomic pressures, technological access, virtual pedagogy, virtual media artifacts, avatar, cognitive embodiment, real-as-virtual, colonization, decolonization, theory of the virtual, childhood, visual media, virtual remediation, critical making, LGBTQIA+, indigenous communities, ethnic communities, people with disabilities"
2021-2034-call-for,JCP,True,"COVID-19, new narrative trajectories, marginalised groups, border, boundaries, new normal, education, learning, business, consumerism, digital Surveillance, work spaces, media, communications, Activism, Leadership, Responsibility, Mobility, Entropocene, viral, memetic, narrative practices, lockdowns, pandemics, infodemics, stigma, trauma, contagions, non-human, postcolonial societies"
2021-2033-call-for,Routledge Companion to Popular Music and Politics of the Balkans,False,"popular music, politics, Balkans, state socialism, neotraditional musicians, populist political actors, music, left-wing, anti-fascist activism, Global Blackness, Blackness, mobile technologies, digital technologies, Spotify, streaming platforms, political economy, touring, recording, television, airplay, Romani expression, Romani activism, Jewish participation, Jewish presence, COVID-19"
2021-2025-james-baldwin,James Baldwin Review,False,"James Baldwin, literary influence, political activism"
2021-2019-cfp-for,Debates in the Digital Humanities Series,False,"Critical Infrastructure Studies, Digital Humanities, infrastructures of DH, digital platforms, technologies, data, media"
2021-2016-punk-scholars,Punk & Post-Punk,False,"Globalization of new media, social networking, Ethnography, gender, ethnicity, race, sexuality, disability, class, DIY culture, activism, record covers, fanzine design"
2021-2004-cfp-linguistic,ES Review. Spanish Journal of English Studies,False,"linguistic links Spain/Hispanic-America & the English-speaking world, literary links Spain/Hispanic-America & the English-speaking world, cultural links Spain/Hispanic-America & the English-speaking world"
2021-1999-popular-culture,Popular Culture Review,False,popular culture
2021-1995-popular-culture,Popular Culture Review,False,"pandemic, self-quarantine, media consumption, food culture"
2021-1994-call-for,artciencia.com,False,"Art, Education, History, Aesthetics, Technology, Cinema, Literature, Music, Video Art, Theatre, Performance, Photography, New Media, Painting, e-Learning, English Studies, Law, Communication Sciences, cultural studies"
2021-1990-algorhythms-living,Kunstlicht,True,"algorithms, algo-rhythms, affective relationships, technology, time, body, digital culture"
